Line No,Source,Address,Source_1,Warp Stall Sampling (All Samples),Warp Stall Sampling (Not-issued Samples),# Samples,Instructions Executed,Thread Instructions Executed,Predicated-On Thread Instructions Executed,Avg. Threads Executed,Avg. Predicated-On Threads Executed,Divergent Branches,Address Space,Access Operation,Access Size,L1 Tag Requests Global,L1 Conflicts Shared N-Way,L1 Wavefronts Shared Excessive,L1 Wavefronts Shared,L1 Wavefronts Shared Ideal,L2 Theoretical Sectors Global Excessive,L2 Theoretical Sectors Global,L2 Theoretical Sectors Global Ideal,L2 Theoretical Sectors Local,L2 Explicit Evict Policies,L2 Explicit Hit Policy Evict First,L2 Explicit Hit Policy Evict Last,L2 Explicit Hit Policy Evict Normal,L2 Explicit Hit Policy Evict Normal Demote,L2 Explicit Miss Policy Evict First,L2 Explicit Miss Policy Evict Normal,stall_barrier,stall_branch_resolving,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier (Not Issued),stall_branch_resolving (Not Issued),stall_dispatch (Not Issued),stall_drain (Not Issued),stall_imc (Not Issued),stall_lg (Not Issued),stall_long_sb (Not Issued),stall_math (Not Issued),stall_membar (Not Issued),stall_mio (Not Issued),stall_misc (Not Issued),stall_no_inst (Not Issued),stall_not_selected (Not Issued),stall_selected (Not Issued),stall_short_sb (Not Issued),stall_sleeping (Not Issued),stall_tex (Not Issued),stall_wait (Not Issued),Kernel_Name,VR_dispatch_id
95,},-,-,169,148,169,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,7,0,1,0,0,0,0,137,0,1,0,0,0,0,0,0,23,0,5,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,19,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
93,d_output[i] = (float)X * k_2powneg32;,-,-,125281,66749,125281,499936000,15997952000,15997952000,512,512,0,Global,Store,32,31246000,0,0,0,0,0,124984000,124984000,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,4236,0,0,0,0,1707,7938,0,0,0,111399,0,0,1,0,0,0,0,4103,0,0,0,0,0,0,0,0,0,62645,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
92,X ^= v_log2stridem1 ^ v[c];,-,-,291394,155861,291394,1093610000,34995520000,34995520000,1120,1120,0,Shared,Load,32,0,1,0,31246000,31246000,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,0,5327,10651,0,0,0,0,4925,17411,10111,0,0,242965,0,0,4,0,0,0,3207,10229,0,0,0,0,0,0,6112,0,0,136309,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
91,unsigned int c = __ffs(~((i - stride) | v_stridemask)) - 1;,-,-,77087,40751,77087,312460000,9998720000,9998720000,320,320,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2948,0,0,0,0,0,3139,0,0,0,1359,1522,5139,0,0,0,62980,0,1674,0,0,0,0,0,3000,0,0,0,779,0,0,0,0,0,35298,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
89,for (unsigned int i = i0 + stride; i < n_vectors; i += stride),-,-,125149,66285,125149,500000000,16000000000,15000128000,800,768,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2940,1,0,0,0,37,3876,0,0,0,1,1772,7966,0,0,0,108556,0,1680,1,0,0,0,27,3730,0,0,0,0,0,0,0,0,0,60847,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
87,unsigned int v_stridemask = stride - 1;,-,-,1,1,1,8000,256000,256000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
86,unsigned int v_log2stridem1 = v[__ffs(stride) - 2];,-,-,33,15,33,176000,5632000,5632000,1408,1408,0,Shared,Load,32,0,1,0,4000,4000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,12,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
83,d_output[i0] = (float)X * k_2powneg32;,-,-,19,15,19,80000,2560000,2560000,640,640,0,Global,Store,32,4000,0,0,0,0,0,16000,16000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
81,if (i0 < n_vectors),-,-,7,4,7,20000,640000,512000,160,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
78,g >>= 1;,-,-,9,4,9,56000,1792000,1792000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
77,X ^= mask & v[k];,-,-,229,116,229,980000,31360000,31360000,1120,1120,0,Shared,Load,32,0,1,0,28000,28000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,11,8,0,0,206,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,110,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
76,mask = -(g & 1);,-,-,24,12,24,140000,4480000,4480000,160,160,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
74,for (unsigned int k = 0; k < __ffs(stride) - 1; k++),-,-,179,77,179,832000,26624000,25728000,1184,1156,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,8,0,0,0,165,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,72,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
71,unsigned int X = 0;,-,-,1,1,1,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
70,unsigned int g = i0 ^ (i0 >> 1);,-,-,3,2,3,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
68,int stride = gridDim.x * blockDim.x;,-,-,6,6,6,24000,768000,768000,192,192,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
67,int i0 = threadIdx.x + blockIdx.x * blockDim.x;,-,-,69,58,69,36000,1152000,1152000,288,288,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
65,__syncthreads();,-,-,7,5,7,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
63,v[threadIdx.x] = d_directions[threadIdx.x];,-,-,14,13,14,51000,1632000,1632000,1632,1632,0,"Global,Shared","Load,Store",32(2),1000,1,0,1000,1000,0,4000,4000,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
61,if (threadIdx.x < n_directions),-,-,2,1,2,21000,672000,640000,192,184,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
58,d_output += n_vectors * blockIdx.y;,-,-,13,6,13,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
57,d_directions += n_directions * blockIdx.y;,-,-,9,5,9,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
51,"void sobolGPU_kernel(unsigned n_vectors, unsigned n_dimensions,",-,-,87,73,87,104000,3328000,3328000,832,832,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,51,0,0,24,0,0,0,0,0,0,0,0,0,0,0,11,0,0,48,0,0,14,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
95,},-,-,160,141,160,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,5,0,1,0,0,0,0,131,0,1,0,0,2,0,0,0,20,0,5,0,1,0,0,0,0,117,0,0,0,0,0,0,0,0,18,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
93,d_output[i] = (float)X * k_2powneg32;,-,-,125146,66788,125146,499936000,15997952000,15997952000,512,512,0,Global,Store,32,31246000,0,0,0,0,0,124984000,124984000,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,4372,0,0,0,0,1751,7898,0,0,0,111124,0,0,1,0,0,0,0,4205,0,0,0,0,0,0,0,0,0,62582,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
92,X ^= v_log2stridem1 ^ v[c];,-,-,291657,156778,291657,1093610000,34995520000,34995520000,1120,1120,0,Shared,Load,32,0,1,0,31246000,31246000,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,5253,10636,0,0,0,0,4987,17437,10171,0,0,243171,0,0,1,0,0,0,3144,10235,0,0,0,0,0,0,6228,0,0,137170,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
91,unsigned int c = __ffs(~((i - stride) | v_stridemask)) - 1;,-,-,77377,41197,77377,312460000,9998720000,9998720000,320,320,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,3025,0,0,0,0,0,3175,0,0,0,1342,1491,4941,0,0,0,63403,0,1767,0,0,0,0,0,3051,0,0,0,743,0,0,0,0,0,35636,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
89,for (unsigned int i = i0 + stride; i < n_vectors; i += stride),-,-,124322,65987,124322,500000000,16000000000,15000128000,800,768,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,3057,0,0,0,0,41,3696,0,0,0,0,1738,7788,0,0,0,108002,0,1761,0,0,0,0,30,3546,0,0,0,0,0,0,0,0,0,60650,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
87,unsigned int v_stridemask = stride - 1;,-,-,3,1,3,8000,256000,256000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
86,unsigned int v_log2stridem1 = v[__ffs(stride) - 2];,-,-,34,15,34,176000,5632000,5632000,1408,1408,0,Shared,Load,32,0,1,0,4000,4000,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
83,d_output[i0] = (float)X * k_2powneg32;,-,-,21,7,21,80000,2560000,2560000,640,640,0,Global,Store,32,4000,0,0,0,0,0,16000,16000,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
81,if (i0 < n_vectors),-,-,7,2,7,20000,640000,512000,160,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
78,g >>= 1;,-,-,14,6,14,56000,1792000,1792000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
77,X ^= mask & v[k];,-,-,213,108,213,980000,31360000,31360000,1120,1120,0,Shared,Load,32,0,1,0,28000,28000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,2,11,8,0,0,182,0,0,0,0,0,0,2,7,0,0,0,0,0,0,5,0,0,94,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
76,mask = -(g & 1);,-,-,23,12,23,140000,4480000,4480000,160,160,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
74,for (unsigned int k = 0; k < __ffs(stride) - 1; k++),-,-,200,97,200,832000,26624000,25728000,1184,1156,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,2,1,10,0,0,0,176,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,88,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
71,unsigned int X = 0;,-,-,1,1,1,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
70,unsigned int g = i0 ^ (i0 >> 1);,-,-,1,1,1,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
68,int stride = gridDim.x * blockDim.x;,-,-,9,4,9,24000,768000,768000,192,192,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
67,int i0 = threadIdx.x + blockIdx.x * blockDim.x;,-,-,63,55,63,36000,1152000,1152000,288,288,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
65,__syncthreads();,-,-,3,1,3,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
63,v[threadIdx.x] = d_directions[threadIdx.x];,-,-,20,17,20,51000,1632000,1632000,1632,1632,0,"Global,Shared","Load,Store",32(2),1000,1,0,1000,1000,0,4000,4000,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
61,if (threadIdx.x < n_directions),-,-,3,2,3,21000,672000,640000,192,184,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
58,d_output += n_vectors * blockIdx.y;,-,-,13,10,13,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
57,d_directions += n_directions * blockIdx.y;,-,-,13,3,13,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
51,"void sobolGPU_kernel(unsigned n_vectors, unsigned n_dimensions,",-,-,85,68,85,104000,3328000,3328000,832,832,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,10,0,2,48,0,0,21,0,0,0,0,0,0,0,2,0,2,0,9,0,0,43,0,0,12,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
95,},-,-,177,156,177,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,6,0,0,0,0,0,0,146,0,1,0,0,1,0,0,0,23,0,6,0,0,0,0,0,0,127,0,1,0,0,0,0,0,0,22,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
93,d_output[i] = (float)X * k_2powneg32;,-,-,125464,66613,125464,499936000,15997952000,15997952000,512,512,0,Global,Store,32,31246000,0,0,0,0,0,124984000,124984000,0,,0,0,0,0,0,0,0,0,2,0,0,0,0,4427,0,0,0,0,1664,7885,0,0,0,111486,0,0,1,0,0,0,0,4254,0,0,0,0,0,0,0,0,0,62358,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
92,X ^= v_log2stridem1 ^ v[c];,-,-,291509,156138,291509,1093610000,34995520000,34995520000,1120,1120,0,Shared,Load,32,0,1,0,31246000,31246000,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,5203,10560,0,0,0,0,4903,17608,10126,0,0,243107,0,0,2,0,0,0,3125,10086,0,0,0,0,0,0,6147,0,0,136778,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
91,unsigned int c = __ffs(~((i - stride) | v_stridemask)) - 1;,-,-,76884,40997,76884,312460000,9998720000,9998720000,320,320,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,3033,0,0,0,0,0,3160,0,0,0,1276,1532,4928,0,0,0,62955,0,1778,0,0,0,0,0,2997,0,0,0,722,0,0,0,0,0,35500,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
89,for (unsigned int i = i0 + stride; i < n_vectors; i += stride),-,-,125011,66152,125011,500000000,16000000000,15000128000,800,768,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2996,1,0,0,0,32,3804,0,0,0,0,1695,7979,0,0,0,108504,0,1772,1,0,0,0,25,3643,0,0,0,0,0,0,0,0,0,60711,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
87,unsigned int v_stridemask = stride - 1;,-,-,1,1,1,8000,256000,256000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
86,unsigned int v_log2stridem1 = v[__ffs(stride) - 2];,-,-,36,20,36,176000,5632000,5632000,1408,1408,0,Shared,Load,32,0,1,0,4000,4000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
83,d_output[i0] = (float)X * k_2powneg32;,-,-,18,7,18,80000,2560000,2560000,640,640,0,Global,Store,32,4000,0,0,0,0,0,16000,16000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
81,if (i0 < n_vectors),-,-,5,2,5,20000,640000,512000,160,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
78,g >>= 1;,-,-,12,5,12,56000,1792000,1792000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
77,X ^= mask & v[k];,-,-,223,115,223,980000,31360000,31360000,1120,1120,0,Shared,Load,32,0,1,0,28000,28000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,1,16,10,0,0,184,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,0,0,97,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
76,mask = -(g & 1);,-,-,36,18,36,140000,4480000,4480000,160,160,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
74,for (unsigned int k = 0; k < __ffs(stride) - 1; k++),-,-,171,75,171,832000,26624000,25728000,1184,1156,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,1,10,0,0,0,151,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,71,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
71,unsigned int X = 0;,-,-,5,2,5,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
70,unsigned int g = i0 ^ (i0 >> 1);,-,-,4,2,4,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
68,int stride = gridDim.x * blockDim.x;,-,-,8,6,8,24000,768000,768000,192,192,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
67,int i0 = threadIdx.x + blockIdx.x * blockDim.x;,-,-,64,55,64,36000,1152000,1152000,288,288,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
65,__syncthreads();,-,-,1,0,1,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
63,v[threadIdx.x] = d_directions[threadIdx.x];,-,-,20,19,20,51000,1632000,1632000,1632,1632,0,"Global,Shared","Load,Store",32(2),1000,1,0,1000,1000,0,4000,4000,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
61,if (threadIdx.x < n_directions),-,-,5,4,5,21000,672000,640000,192,184,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
