Line No,Source,Address,Source_1,Warp Stall Sampling (All Samples),Warp Stall Sampling (Not-issued Samples),# Samples,Instructions Executed,Thread Instructions Executed,Predicated-On Thread Instructions Executed,Avg. Threads Executed,Avg. Predicated-On Threads Executed,Divergent Branches,Address Space,Access Operation,Access Size,L1 Tag Requests Global,L1 Conflicts Shared N-Way,L1 Wavefronts Shared Excessive,L1 Wavefronts Shared,L1 Wavefronts Shared Ideal,L2 Theoretical Sectors Global Excessive,L2 Theoretical Sectors Global,L2 Theoretical Sectors Global Ideal,L2 Theoretical Sectors Local,L2 Explicit Evict Policies,L2 Explicit Hit Policy Evict First,L2 Explicit Hit Policy Evict Last,L2 Explicit Hit Policy Evict Normal,L2 Explicit Hit Policy Evict Normal Demote,L2 Explicit Miss Policy Evict First,L2 Explicit Miss Policy Evict Normal,stall_barrier,stall_branch_resolving,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier (Not Issued),stall_branch_resolving (Not Issued),stall_dispatch (Not Issued),stall_drain (Not Issued),stall_imc (Not Issued),stall_lg (Not Issued),stall_long_sb (Not Issued),stall_math (Not Issued),stall_membar (Not Issued),stall_mio (Not Issued),stall_misc (Not Issued),stall_no_inst (Not Issued),stall_not_selected (Not Issued),stall_selected (Not Issued),stall_short_sb (Not Issued),stall_sleeping (Not Issued),stall_tex (Not Issued),stall_wait (Not Issued),Kernel_Name,VR_dispatch_id
297,},-,-,95,87,95,6000,192000,192000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,3,0,2,0,0,0,0,77,0,0,0,0,1,0,0,0,12,0,2,0,2,0,0,0,0,72,0,0,0,0,0,0,0,0,11,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
295,d_output[i] = (float)X * k_2powneg32;,-,-,239476,176657,239476,499968000,15998976000,15998976000,512,512,0,Global,Store,32,31248000,0,0,0,0,0,124992000,124992000,0,,0,0,0,0,0,0,0,0,7,0,0,0,0,262,0,54,0,0,288,13300,40709,0,0,184856,0,0,7,0,0,0,0,261,0,49,0,0,0,0,34249,0,0,142091,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
294,X ^= v_log2stridem1 ^ v[__ffs(~((i - stride) | v_stridemask)) - 1];,-,-,514667,372074,514667,1187424000,37997568000,37997568000,1216,1216,0,Shared,Load,32,0,1,0,31248000,31248000,0,0,0,0,,0,0,0,0,0,0,0,4895,0,0,0,0,8432,904,0,0,0,1724,478,31798,38339,0,0,428097,0,3827,0,0,0,0,6682,896,0,0,0,1402,0,0,32698,0,0,326569,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
286,for (unsigned int i = i0 + stride ; i < n_vectors ; i += stride),-,-,198294,139359,198294,500000000,16000000000,15000064000,800,768,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,5018,0,0,0,0,7,190,0,0,0,0,82,13478,0,0,0,179519,0,3714,0,0,0,0,6,190,0,0,0,0,0,0,0,0,0,135449,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
284,unsigned int v_stridemask = stride - 1;,-,-,2,1,2,4000,128000,128000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
283,unsigned int v_log2stridem1 = v[__ffs(stride) - 2];,-,-,11,10,11,66000,2112000,2112000,1056,1056,0,Shared,Load,32,0,1,0,2000,2000,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
256,d_output[i0] = (float)X * k_2powneg32;,-,-,30,20,30,40000,1280000,1280000,640,640,0,Global,Store,32,2000,0,0,0,0,0,8000,8000,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
254,if (i0 < n_vectors),-,-,0,0,0,10000,320000,256000,160,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
251,g = g >> 1;,-,-,17,11,17,24000,768000,768000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
250,X ^= mask & v[k];,-,-,113,80,113,312000,9984000,9984000,832,832,0,Shared,Load,32,0,1,0,12000,12000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,13,0,0,92,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,66,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
249,mask = - (g & 1);,-,-,19,14,19,60000,1920000,1920000,160,160,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
243,for (unsigned int k = 0 ; k < __ffs(stride) - 1 ; k++),-,-,155,103,155,364000,11648000,11264000,1184,1156,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
240,unsigned int X = 0;,-,-,3,1,3,8000,256000,256000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
234,unsigned int g = i0 ^ (i0 >> 1);,-,-,2,2,2,6000,192000,192000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
229,int stride = gridDim.x * blockDim.x;,-,-,1,1,1,8000,256000,256000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
228,int i0     = threadIdx.x + blockIdx.x * blockDim.x;,-,-,52,49,52,16000,512000,512000,256,256,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
223,__syncthreads();,-,-,2,0,2,4000,128000,128000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
219,v[threadIdx.x] = d_directions[threadIdx.x];,-,-,38,35,38,42000,1344000,1344000,1344,1344,0,"Global,Shared","Load,Store",32(2),1000,1,0,1000,1000,0,4000,4000,0,,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,7,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
217,if (threadIdx.x < n_directions),-,-,10,6,10,11000,352000,320000,192,176,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
212,d_output += n_vectors * blockIdx.y;,-,-,0,0,0,24000,768000,768000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
211,d_directions += n_directions * blockIdx.y;,-,-,1,0,1,24000,768000,768000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
201,"void sobolGPU_kernel(unsigned n_vectors, unsigned n_dimensions,",-,-,93,91,93,54000,1728000,1728000,864,864,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1,0,2,10,0,0,19,0,0,0,0,61,0,0,0,0,0,0,1,0,0,10,0,0,19,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",1
297,},-,-,81,76,81,6000,192000,192000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,5,0,1,0,0,0,0,70,0,0,0,0,1,0,0,0,4,0,5,0,1,0,0,0,0,66,0,0,0,0,0,0,0,0,4,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
295,d_output[i] = (float)X * k_2powneg32;,-,-,239709,176429,239709,499968000,15998976000,15998976000,512,512,0,Global,Store,32,31248000,0,0,0,0,0,124992000,124992000,0,,0,0,0,0,0,0,0,0,6,0,0,0,0,315,0,43,0,0,319,13134,40624,0,0,185268,0,0,6,0,0,0,0,315,0,41,0,0,0,0,34018,0,0,142049,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
294,X ^= v_log2stridem1 ^ v[__ffs(~((i - stride) | v_stridemask)) - 1];,-,-,514337,372256,514337,1187424000,37997568000,37997568000,1216,1216,0,Shared,Load,32,0,1,0,31248000,31248000,0,0,0,0,,0,0,0,0,0,0,0,4901,1,0,0,0,8535,770,0,0,0,1761,409,31371,38376,0,0,428213,0,3841,1,0,0,0,6773,766,0,0,0,1410,0,0,32676,0,0,326789,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
286,for (unsigned int i = i0 + stride ; i < n_vectors ; i += stride),-,-,198176,139320,198176,500000000,16000000000,15000064000,800,768,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,5091,0,0,0,0,4,182,0,0,0,0,63,13271,0,0,0,179565,0,3737,0,0,0,0,4,181,0,0,0,0,0,0,0,0,0,135398,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
284,unsigned int v_stridemask = stride - 1;,-,-,6,5,6,4000,128000,128000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
283,unsigned int v_log2stridem1 = v[__ffs(stride) - 2];,-,-,23,20,23,66000,2112000,2112000,1056,1056,0,Shared,Load,32,0,1,0,2000,2000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,15,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
256,d_output[i0] = (float)X * k_2powneg32;,-,-,0,0,0,40000,1280000,1280000,640,640,0,Global,Store,32,2000,0,0,0,0,0,8000,8000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
254,if (i0 < n_vectors),-,-,0,0,0,10000,320000,256000,160,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
251,g = g >> 1;,-,-,6,5,6,24000,768000,768000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
250,X ^= mask & v[k];,-,-,149,104,149,312000,9984000,9984000,832,832,0,Shared,Load,32,0,1,0,12000,12000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,14,0,0,118,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,87,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
249,mask = - (g & 1);,-,-,26,19,26,60000,1920000,1920000,160,160,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
243,for (unsigned int k = 0 ; k < __ffs(stride) - 1 ; k++),-,-,131,91,131,364000,11648000,11264000,1184,1156,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,115,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
240,unsigned int X = 0;,-,-,3,2,3,8000,256000,256000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
234,unsigned int g = i0 ^ (i0 >> 1);,-,-,0,0,0,6000,192000,192000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
229,int stride = gridDim.x * blockDim.x;,-,-,0,0,0,8000,256000,256000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
228,int i0     = threadIdx.x + blockIdx.x * blockDim.x;,-,-,38,35,38,16000,512000,512000,256,256,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
223,__syncthreads();,-,-,0,0,0,4000,128000,128000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
219,v[threadIdx.x] = d_directions[threadIdx.x];,-,-,52,45,52,42000,1344000,1344000,1344,1344,0,"Global,Shared","Load,Store",32(2),1000,1,0,1000,1000,0,4000,4000,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,6,0,0,25,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,0,22,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
217,if (threadIdx.x < n_directions),-,-,0,0,0,11000,352000,320000,192,176,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
212,d_output += n_vectors * blockIdx.y;,-,-,16,12,16,24000,768000,768000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
211,d_directions += n_directions * blockIdx.y;,-,-,0,0,0,24000,768000,768000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
201,"void sobolGPU_kernel(unsigned n_vectors, unsigned n_dimensions,",-,-,64,63,64,54000,1728000,1728000,864,864,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,13,0,1,0,0,0,13,0,0,0,0,37,0,0,0,0,0,0,13,0,0,0,0,0,13,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",2
297,},-,-,100,94,100,6000,192000,192000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,9,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
295,d_output[i] = (float)X * k_2powneg32;,-,-,239394,175951,239394,499968000,15998976000,15998976000,512,512,0,Global,Store,32,31248000,0,0,0,0,0,124992000,124992000,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,268,0,35,0,0,294,13150,40405,0,0,185239,0,0,3,0,0,0,0,265,0,35,0,0,0,0,33772,0,0,141876,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
294,X ^= v_log2stridem1 ^ v[__ffs(~((i - stride) | v_stridemask)) - 1];,-,-,515045,372990,515045,1187424000,37997568000,37997568000,1216,1216,0,Shared,Load,32,0,1,0,31248000,31248000,0,0,0,0,,0,0,0,0,0,0,0,5021,0,0,0,0,8446,839,0,0,0,1714,438,31410,38274,0,0,428903,0,3961,0,0,0,0,6676,832,0,0,0,1377,0,0,32536,0,0,327608,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
286,for (unsigned int i = i0 + stride ; i < n_vectors ; i += stride),-,-,198296,139082,198296,500000000,16000000000,15000064000,800,768,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,5049,1,0,0,0,6,171,0,0,0,0,77,13285,0,0,0,179707,0,3736,1,0,0,0,5,171,0,0,0,0,0,0,0,0,0,135169,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
284,unsigned int v_stridemask = stride - 1;,-,-,3,3,3,4000,128000,128000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
283,unsigned int v_log2stridem1 = v[__ffs(stride) - 2];,-,-,27,20,27,66000,2112000,2112000,1056,1056,0,Shared,Load,32,0,1,0,2000,2000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
256,d_output[i0] = (float)X * k_2powneg32;,-,-,16,11,16,40000,1280000,1280000,640,640,0,Global,Store,32,2000,0,0,0,0,0,8000,8000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
254,if (i0 < n_vectors),-,-,0,0,0,10000,320000,256000,160,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
251,g = g >> 1;,-,-,9,7,9,24000,768000,768000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
250,X ^= mask & v[k];,-,-,154,103,154,312000,9984000,9984000,832,832,0,Shared,Load,32,0,1,0,12000,12000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,6,14,0,0,129,0,0,0,0,0,0,4,1,0,0,0,0,0,0,11,0,0,87,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
249,mask = - (g & 1);,-,-,30,20,30,60000,1920000,1920000,160,160,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
243,for (unsigned int k = 0 ; k < __ffs(stride) - 1 ; k++),-,-,141,99,141,364000,11648000,11264000,1184,1156,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
240,unsigned int X = 0;,-,-,0,0,0,8000,256000,256000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
234,unsigned int g = i0 ^ (i0 >> 1);,-,-,0,0,0,6000,192000,192000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
229,int stride = gridDim.x * blockDim.x;,-,-,0,0,0,8000,256000,256000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
228,int i0     = threadIdx.x + blockIdx.x * blockDim.x;,-,-,27,23,27,16000,512000,512000,256,256,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
223,__syncthreads();,-,-,1,0,1,4000,128000,128000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
219,v[threadIdx.x] = d_directions[threadIdx.x];,-,-,66,61,66,42000,1344000,1344000,1344,1344,0,"Global,Shared","Load,Store",32(2),1000,1,0,1000,1000,0,4000,4000,0,,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,2,0,0,30,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,0,0,26,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
217,if (threadIdx.x < n_directions),-,-,0,0,0,11000,352000,320000,192,176,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
212,d_output += n_vectors * blockIdx.y;,-,-,4,2,4,24000,768000,768000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
211,d_directions += n_directions * blockIdx.y;,-,-,10,6,10,24000,768000,768000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
201,"void sobolGPU_kernel(unsigned n_vectors, unsigned n_dimensions,",-,-,79,76,79,54000,1728000,1728000,864,864,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,0,0,11,0,0,5,0,0,0,0,62,0,0,0,0,0,0,1,0,0,10,0,0,3,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",3
